id,date,user,pc,activity
{Z1N9-L5AT18MT-3819EPXQ},01/27/2010 10:42:02,IJM0776,PC-0198,Connect
{K2W7-D6ZT67NJ-4886YSRN},01/27/2010 10:42:05,HPH0075,PC-2417,Connect
{K6F6-R7LM73GK-4931QWOP},01/27/2010 10:42:09,JDB0169,PC-7502,Connect
{B3K7-C2MR97ZW-7332QFKA},01/27/2010 10:42:35,BSS0369,PC-3819,Disconnect
{U8S9-D7DL15ZE-5054ACBX},01/27/2010 10:43:01,IBB0359,PC-4195,Disconnect
{C1H4-M1JW10LP-5059LNBS},01/27/2010 10:43:38,NOB0181,PC-3446,Connect
{V5S0-R7MS66TN-5962AJUS},01/27/2010 10:44:41,HMM0108,PC-8052,Disconnect
{J5S2-A9ZY55CO-3711CSFY},01/27/2010 10:45:29,HSB0196,PC-8001,Connect
{I8H7-B0CM46FP-0036ILJW},01/27/2010 10:45:53,KRL0501,PC-7206,Connect
{H8K6-K1EK40CD-9225RHWA},01/27/2010 10:46:01,HCM0267,PC-7651,Disconnect
{M0Y5-M5OA04CM-1443XRJW},01/27/2010 10:46:37,JDB0169,PC-7502,Disconnect
{G3L3-K5AX40AK-6808QJVI},01/27/2010 10:46:37,VMJ0546,PC-9000,Connect
{H8B8-E0HH45CF-0685HVHQ},01/27/2010 10:46:48,CWR0502,PC-3737,Connect
{Z8T1-X6DH66YP-2984JUDU},01/27/2010 10:47:06,RVF0201,PC-7899,Connect
{A2B8-B2QQ63QK-4130UVUP},01/27/2010 10:47:49,HAD0246,PC-0926,Disconnect
{C9Z0-W9KV23ZM-1865ZLBZ},01/27/2010 10:49:09,PSF0133,PC-4925,Disconnect
{R3S4-V0XW97KF-1254NVSL},01/27/2010 10:49:21,HPH0075,PC-2417,Disconnect
{V9F5-J7NE19DJ-5988WRHO},01/27/2010 10:49:36,UAD0771,PC-2499,Connect
{B8U9-M5HB21JI-6963ZJSK},01/27/2010 10:51:48,MOH0273,PC-6699,Disconnect
{B0K2-R5JL62XO-8152FMSZ},01/27/2010 10:52:33,RSC0089,PC-9929,Disconnect
{O2S7-Q2TI19MQ-5664LUDN},01/27/2010 10:53:07,HAH0760,PC-1038,Connect
{T3D3-P7OE88AO-7266SYWQ},01/27/2010 10:53:29,RAR0725,PC-4159,Disconnect
{N0J6-D9SE48CR-8717CSJK},01/27/2010 10:53:38,HAH0760,PC-1038,Disconnect
{Y7G6-A6BU91XT-3197CAOE},01/27/2010 10:53:43,BRM0995,PC-0768,Connect
{D6P5-G4UP16GV-6938WRLN},01/27/2010 10:53:54,AVM0947,PC-0285,Connect
{V7J0-K3DY77GD-3662ERBA},01/27/2010 10:54:57,RVF0201,PC-7899,Disconnect
{K9T0-V9LI42OH-2170YVZP},01/27/2010 10:55:04,IJM0776,PC-0198,Disconnect
{W1X7-Q3WB29AK-8970EXLI},01/27/2010 10:55:24,BQS0525,PC-0269,Connect
{M5G8-G1GC43JG-5343MUYI},01/27/2010 10:55:39,CWR0502,PC-3737,Disconnect
{S1Z8-V1EJ08XA-7506YMMJ},01/27/2010 10:55:48,JCR0172,PC-6713,Connect
{U1K6-V8HX31WV-9509OKKK},01/27/2010 10:55:55,MOH0273,PC-6699,Connect
{G8H1-P9SA03MG-2354BRGA},01/27/2010 10:57:36,AIB0948,PC-8245,Disconnect
{R2C7-C3OQ43MN-7096RKTU},01/27/2010 10:58:23,QJR0688,PC-4835,Connect
{A1Q9-N0XK35VO-7605QKNK},01/27/2010 10:58:27,AVM0947,PC-0285,Disconnect
{P7I3-M9KX79NG-5900PGQL},01/27/2010 10:59:44,BQS0525,PC-0269,Disconnect
{V2H1-R8BA04QL-6299WUTD},01/27/2010 11:00:31,DIB0285,PC-1268,Disconnect
{J4R3-S1UI77XM-0022ZYOY},01/27/2010 11:00:37,BDI0533,PC-5883,Connect
{V1Z0-D9CY31SG-8999LCQU},01/27/2010 11:00:44,BRM0995,PC-0768,Disconnect
{G5D7-R9OZ68HC-9487JCSH},01/27/2010 11:01:15,QJR0688,PC-4835,Disconnect
{S9Y0-L2MZ12ZU-6244KMZU},01/27/2010 11:02:35,IBB0359,PC-4195,Connect
{W1F5-I8JS53JO-9893ZQLD},01/27/2010 11:03:25,HDS0367,PC-8680,Connect
{L1T3-T5UF01DQ-5667QOZF},01/27/2010 11:04:57,QRM0739,PC-7343,Disconnect
{M5N7-N3YM37GW-8768UKOP},01/27/2010 11:05:32,ABC0174,PC-5156,Disconnect
{U5T4-V9BY19FZ-8335REAL},01/27/2010 11:07:35,HCL0651,PC-8314,Disconnect
{Y8F4-J3ZV34SS-2955LMIZ},01/27/2010 11:08:21,HRL0540,PC-1117,Connect
{N2E4-T5MF92ZX-8545FIUB},01/27/2010 11:08:52,NDM0417,PC-9134,Connect
{I0C6-H8VR03PZ-1940RWBO},01/27/2010 11:09:17,HDS0367,PC-8680,Disconnect
{Z3Q3-P7LJ93OW-7733UQYO},01/27/2010 11:09:24,UAD0771,PC-2499,Disconnect
{S9I9-A7VA38FH-9125JTML},01/27/2010 11:10:08,JBD0616,PC-1479,Disconnect
{S4J9-V7MZ73RQ-7690FAAR},01/27/2010 11:11:10,WIF0691,PC-6390,Connect
{G9N7-I7GO61NU-5340UWWW},01/27/2010 11:12:22,MPM0220,PC-2344,Connect
{X2Z1-L0WP59BO-2371OYYR},01/27/2010 11:13:48,IRM0931,PC-7188,Connect
{F8G9-F1KY15TH-6422BUIQ},01/27/2010 11:14:07,MBJ0312,PC-5250,Connect
{L7V3-H8RA32EU-3533YWSF},01/27/2010 11:15:11,WIF0691,PC-6390,Disconnect
{R0O8-K0HB88HR-4361TEFT},01/27/2010 11:15:22,KKW0879,PC-2531,Disconnect
{E8T3-O7UF86FF-2132OKLG},01/27/2010 11:15:54,HRL0540,PC-1117,Disconnect
{P2C7-X3II43HY-5905VSOK},01/27/2010 11:16:04,MPM0220,PC-2344,Disconnect
{N7M4-C7BT66IW-6136ZZIK},01/27/2010 11:17:09,HCM0267,PC-7651,Connect
{G9F8-M7IC60EM-8965BCJK},01/27/2010 11:17:24,HSB0196,PC-8001,Disconnect
{W4R7-S9SI74GI-9743XSBA},01/27/2010 11:18:09,BDI0533,PC-5883,Disconnect
{B6B5-G4BR09TB-3732RSBM},01/27/2010 11:18:11,JBD0616,PC-1479,Connect
{H1P4-H0RG65RB-4667EWWB},01/27/2010 11:21:21,DBB0384,PC-4243,Connect
{U6M4-Q6WE07VR-4690LQIX},01/27/2010 11:21:42,IBB0359,PC-4195,Disconnect
{C0F1-G6IG60QS-6184EBVE},01/27/2010 11:22:24,JHP0583,PC-9083,Connect
{N0J7-D9UX27OZ-0211KGJC},01/27/2010 11:22:41,WXH0872,PC-9460,Connect
{E2Q9-Y0MF96GV-1633DTYQ},01/27/2010 11:22:55,KKW0879,PC-2531,Connect
{D3S6-M0AT20DV-8192XHQO},01/27/2010 11:23:53,CCM0136,PC-3268,Disconnect
{B4Q5-A5WO50FD-5413FVYY},01/27/2010 11:24:01,JCR0172,PC-6713,Disconnect
{Q7W5-E6OI13ME-9036WTWL},01/27/2010 11:24:03,VTT0385,PC-5027,Connect
{O4N6-F1XA06XK-3272WSYJ},01/27/2010 11:25:40,ICH0294,PC-8526,Connect
{Z0Z5-V7HE81QX-7373DDPE},01/27/2010 11:27:08,BRM0995,PC-0768,Connect
{D9N1-V5YT79MK-1287PNNR},01/27/2010 11:28:38,WXH0872,PC-9460,Disconnect
{Q1U4-N5BL83TU-1281DAKR},01/27/2010 11:28:54,HRL0540,PC-1117,Connect
{L0N3-J7LA94SU-9423SCMA},01/27/2010 11:29:37,AJN0607,PC-8303,Connect
{M0V2-D0LE41HZ-6564RWWN},01/27/2010 11:30:05,UAD0771,PC-2499,Connect
{U3C5-A1BM09NS-1849GLMI},01/27/2010 11:30:09,MOH0273,PC-6699,Disconnect
{W7Z1-X2YO37NZ-0384PRRW},01/27/2010 11:30:23,LOM0086,PC-9087,Connect
{Z7J4-H5YZ46BR-1502DXUK},01/27/2010 11:30:37,DLM0051,PC-0166,Connect
{B0P4-O1LT71NI-3529ZYON},01/27/2010 11:31:37,DIB0081,PC-9524,Connect
{W5L9-F6VJ03BA-0861ABTS},01/27/2010 11:32:05,EDB0714,PC-6103,Connect
{C2D5-J0QL74VU-0802TMLP},01/27/2010 11:32:28,EDB0714,PC-6103,Disconnect
{Z4R9-L6BU41FU-7196MJFB},01/27/2010 11:32:56,ICH0294,PC-8526,Disconnect
{W1U2-B6HO08XD-6287PHNC},01/27/2010 11:33:01,PNL0301,PC-5611,Connect
{U8C7-R6UC40LD-5293LOOV},01/27/2010 11:34:23,VIA0063,PC-2684,Connect
{M3A0-L2JC51AT-0233QHCE},01/27/2010 11:34:28,PNL0301,PC-5611,Disconnect
{T6E6-N7YN93IK-4851OHSK},01/27/2010 11:35:39,ILH0958,PC-2181,Connect
{X7Z1-O3WN98RF-5460QTZN},01/27/2010 11:35:41,QRM0739,PC-7343,Connect
{O4E8-K1US47OA-5499YYQJ},01/27/2010 11:37:44,IKP0472,PC-3842,Connect
{I2R1-U2BY46RP-9737SLBP},01/27/2010 11:37:44,ZKS0899,PC-8517,Connect
{P2I0-B3WM61EJ-8463KAEZ},01/27/2010 11:38:08,AJN0607,PC-8303,Disconnect
{W0J5-G1MI24XV-3873UOUU},01/27/2010 11:38:08,KKW0879,PC-2531,Disconnect
{B1Y2-P2RC00AC-1336UXOP},01/27/2010 11:38:15,RMW0542,PC-7543,Disconnect
{K1J3-I4BM41YD-7367CFGQ},01/27/2010 11:38:36,MTT0901,PC-2775,Connect
{L3L6-A0BM01GV-4124BRNR},01/27/2010 11:38:48,VIA0063,PC-2684,Disconnect
{V1D0-J3XA19DZ-0511BIWX},01/27/2010 11:38:56,BSS0369,PC-3672,Connect
{U0W2-V4PU04EA-7949BICT},01/27/2010 11:39:14,DPM0423,PC-2567,Connect
{O8L2-K6DC25TJ-2438ZJVZ},01/27/2010 11:39:44,HRL0540,PC-1117,Disconnect
{N4H5-O4TI70MA-2043WMOF},01/27/2010 11:40:20,JHP0583,PC-9083,Disconnect
{U8E1-I5JF35BI-1762OZIJ},01/27/2010 11:41:01,VTT0385,PC-5027,Disconnect
{W2Q2-A9HP56HC-1649CABP},01/27/2010 11:41:35,HCM0267,PC-7651,Disconnect
{B5X1-D6PN96JM-6917DTTY},01/27/2010 11:42:08,AIB0948,PC-8245,Connect
{H5N5-R4OO98RA-5973EVHP},01/27/2010 11:42:54,BSS0369,PC-3672,Disconnect
{P9W9-T8BS30VK-8280LLEO},01/27/2010 11:43:21,IRM0931,PC-7188,Disconnect
{I7Y1-C4CN99GS-7205KXOU},01/27/2010 11:44:10,KRL0501,PC-7206,Disconnect
{A2T6-L1XM97QM-3276IIKC},01/27/2010 11:44:16,MKW0441,PC-1795,Connect
{D5Q0-P4SW95PH-9536OAHS},01/27/2010 11:44:27,HRL0540,PC-1117,Connect
{R9S7-V1OJ34YD-2022FZDE},01/27/2010 11:47:02,AIB0948,PC-8245,Disconnect
{M3P6-P9HM94QJ-4248ZFVQ},01/27/2010 11:47:07,UAD0771,PC-2499,Disconnect
{I9C7-Y7HK13HZ-3703ZRNX},01/27/2010 11:47:18,JBD0616,PC-1479,Disconnect
{N5V8-B7EP55TC-9549WVHU},01/27/2010 11:47:23,DBB0384,PC-4243,Disconnect
{Q7K9-F6LV54DV-3274GURI},01/27/2010 11:48:38,BSS0369,PC-3672,Connect
{R5C7-K1IF21CA-6679HDYJ},01/27/2010 11:48:39,MBJ0312,PC-5250,Disconnect
{X7U6-Z2OK88GE-8531NUGF},01/27/2010 11:49:29,LRR0148,PC-4275,Connect
{I1H5-V6ZG11EN-4707IKBZ},01/27/2010 11:49:32,RAW0915,PC-2113,Connect
{U8O3-G0FQ51RP-0038JPYO},01/27/2010 11:50:05,BQS0525,PC-0269,Connect
{G4P8-D1QW24XH-3505YBZC},01/27/2010 11:50:11,MLL0598,PC-0189,Connect
{N8N3-G5QC31TG-0266VMDQ},01/27/2010 11:51:18,TSR0676,PC-9227,Connect
{F6U5-R9TK86JF-0929TLQN},01/27/2010 11:51:41,ZKS0899,PC-8517,Disconnect
{Y6Z8-R4NC98OU-7659LEVX},01/27/2010 11:52:22,BQS0525,PC-0269,Disconnect
{Q5X7-A7EC03IV-4462DXGX},01/27/2010 11:52:51,MKW0441,PC-1795,Disconnect
{Q8O8-C2RG22ET-8335VSEX},01/27/2010 11:53:57,WIF0691,PC-6390,Connect
{O8Y2-O3PY22PC-4756WRCT},01/27/2010 11:54:36,BRM0995,PC-0768,Disconnect
{R1Y3-G7GZ44PO-3289BAZL},01/27/2010 11:54:57,VMJ0546,PC-9000,Disconnect
{V5C5-Q1LI18EW-3652AAPW},01/27/2010 11:55:03,MDM0625,PC-4984,Connect
{L0Q1-S5MN86EE-6044VVJP},01/27/2010 11:55:33,IRM0931,PC-7188,Connect
{A2E3-L2OZ19FF-9669RBHP},01/27/2010 11:56:07,QRM0739,PC-7343,Disconnect
{X4U7-Q2LV44PY-8112YQYG},01/27/2010 11:56:51,JDC0030,PC-0246,Connect
{R8M9-Q6RP83DK-7038UBUF},01/27/2010 11:57:32,ZKS0899,PC-8517,Connect
{E0C5-F9ST65GF-2975RNRF},01/27/2010 11:57:44,JDC0030,PC-0246,Disconnect
{B9C3-T0QQ56BD-9357JPCI},01/27/2010 11:57:57,LCC0819,PC-8192,Connect
{V5M8-A6DT22TJ-3381XIZR},01/27/2010 11:58:16,LCB0664,PC-3196,Connect
{W6J4-N6OW28TV-5123HDMK},01/27/2010 11:58:34,NOB0181,PC-3446,Disconnect
{U6Z5-S0EK33ML-3239TXST},01/27/2010 11:59:02,FFC0891,PC-5843,Connect
{P3U7-G4HU64LV-1581SBPG},01/27/2010 12:00:10,EGD0132,PC-4211,Connect
{X0V0-C8EC95TA-6693JQQU},01/27/2010 12:00:42,DIW0118,PC-0174,Connect
{I2F0-A8GM69MT-8139ZOSK},01/27/2010 12:00:52,CLB0774,PC-7029,Connect
{C3V7-E3TN39KX-1336PSMQ},01/27/2010 12:01:05,WIF0691,PC-6390,Disconnect
{R7L8-V2PW97QM-0709YPOH},01/27/2010 12:01:20,JDF0593,PC-6301,Connect
{E3S5-V6VB56QE-3945AEHN},01/27/2010 12:01:37,DLM0051,PC-0166,Disconnect
{W4Z0-K9UQ63HT-0233ZNYN},01/27/2010 12:02:13,JBD0616,PC-1479,Connect
{O8I7-N7UB59AJ-1397SAIO},01/27/2010 12:03:19,HRL0540,PC-1117,Disconnect
{B9U0-C8SA70SG-9506SIEF},01/27/2010 12:03:58,LCB0664,PC-3196,Disconnect
{M9B6-E9YT27HO-1802VXLL},01/27/2010 12:04:53,DIW0118,PC-0174,Disconnect
{B4R4-O1NC90ZO-2193ZQAT},01/27/2010 12:05:16,MDM0625,PC-4984,Disconnect
{F0M5-G6HH49XK-5973LJWC},01/27/2010 12:05:43,AVM0947,PC-0285,Connect
{U2Q3-S7SP27YK-2173QHOK},01/27/2010 12:06:04,AJF0370,PC-8651,Connect
{R9N0-Q7BU72CX-4852VYTA},01/27/2010 12:06:26,BSS0369,PC-3672,Disconnect
{Q7X1-O7XD93BM-6354RCRQ},01/27/2010 12:06:33,HCS0003,PC-3054,Connect
{K9R9-R0OI73BH-2413AGNN},01/27/2010 12:07:01,MLL0598,PC-0189,Disconnect
{V0U0-I5WF91ZE-7924YIMD},01/27/2010 12:08:03,DIW0118,PC-0174,Connect
{W5U6-N2ZF77MD-6991DZSP},01/27/2010 12:08:58,CQW0652,PC-3449,Connect
{I9J6-K4PF45KH-2559BPIN},01/27/2010 12:09:16,WIF0691,PC-6390,Connect
{K7U6-T6KO38IQ-8284YMXH},01/27/2010 12:10:16,AAF0535,PC-2408,Connect
{Y6E3-Y5WB37WE-0868GQQE},01/27/2010 12:10:34,CTA0020,PC-3118,Connect
{U1D0-T4CL34YE-9205HQDJ},01/27/2010 12:11:20,MTT0901,PC-2775,Disconnect
{D7M8-O6RX76TB-5004NUGI},01/27/2010 12:11:23,DIB0081,PC-9524,Disconnect
{O8L8-J2IG24QR-8781OTYH},01/27/2010 12:11:40,ZKS0899,PC-8517,Disconnect
{E3E0-P4JN48VX-2926GLSU},01/27/2010 12:11:41,IKP0472,PC-3842,Disconnect
{B1Z2-K2IB10FO-9484DMGY},01/27/2010 12:13:01,JBD0616,PC-1479,Disconnect
{N3I3-X6AC47MC-9184LDOC},01/27/2010 12:13:24,DIW0118,PC-0174,Disconnect
{P2V8-F8RY43BY-7414OAPI},01/27/2010 12:14:23,RAW0915,PC-2113,Disconnect
{K2K2-X9OD38NT-3009YHAK},01/27/2010 12:15:02,KKW0879,PC-2531,Connect
{G5R1-A0DM95NU-2928AHKL},01/27/2010 12:16:05,CTA0020,PC-3118,Disconnect
{S8M6-N3FZ63SB-3654GXXF},01/27/2010 12:16:49,HCM0267,PC-7651,Connect
{Q5H8-V0JS36WA-1348RYAK},01/27/2010 12:17:19,SBN0866,PC-8714,Connect
{E8T2-D7LI51XB-2537LNJS},01/27/2010 12:18:28,AVM0947,PC-0285,Disconnect
{S9D1-E2ZD81IW-9836ZQYW},01/27/2010 12:18:36,HSB0196,PC-8001,Connect
{U9W7-P0TE89IO-7698OYXV},01/27/2010 12:18:55,HSB0196,PC-8001,Disconnect
{Y3A1-G7DK71PG-2531RVJQ},01/27/2010 12:20:47,CAS0507,PC-8739,Connect
{N4N3-J8HC49ZS-6160IYEN},01/27/2010 12:20:47,HXL0968,PC-0623,Connect
{S3O0-T5GL55NV-6103MRRI},01/27/2010 12:21:32,CLB0774,PC-7029,Disconnect
{W4L6-S0DB60JG-3486LPGK},01/27/2010 12:21:46,HCM0267,PC-7651,Disconnect
{C7D3-P3EN98PE-8787CSNI},01/27/2010 12:22:04,ILH0958,PC-2181,Disconnect
{I4J6-S3IO04YF-0474BHYS},01/27/2010 12:22:25,RRP0568,PC-3735,Connect
{W5Y1-Y1YC67NK-0555ZBRT},01/27/2010 12:22:26,OBH0499,PC-7989,Connect
{M6W7-Q2SI32DD-5877RYSL},01/27/2010 12:22:36,HXL0968,PC-0623,Disconnect
{S2D1-E6RU45FC-7628BWDZ},01/27/2010 12:22:36,RRP0568,PC-3735,Disconnect
{H6P0-A8CB86XO-9536CJUQ},01/27/2010 12:22:41,HXL0968,PC-0623,Connect
{I0O8-V9RT05AJ-3040KJTL},01/27/2010 12:22:51,TSR0676,PC-9227,Disconnect
{X5S1-I8BQ86NA-8325QWWG},01/27/2010 12:22:54,IBB0359,PC-4195,Connect
{R2O6-E0MO86RN-7460GZOX},01/27/2010 12:22:59,WIF0691,PC-6390,Disconnect
{F1X8-W3WP41FD-9295SUOL},01/27/2010 12:23:07,HXL0968,PC-0623,Disconnect
{O7U6-V5IV49SP-2452XFZL},01/27/2010 12:23:40,MOH0273,PC-6699,Connect
{Z7O3-S6XQ22FP-0421QTLB},01/27/2010 12:23:50,HCM0267,PC-7651,Connect
{D6D7-K4IJ93IB-2811JNKQ},01/27/2010 12:24:26,DMK0257,PC-1279,Connect
{T2M4-D0ZX12QD-0024WHQH},01/27/2010 12:25:09,RNP0211,PC-1736,Connect
{C0P6-G6XN82WW-4405NSEY},01/27/2010 12:26:21,DMK0257,PC-1279,Disconnect
{O9U1-C0DY80VE-9035KOQN},01/27/2010 12:26:46,QRM0739,PC-7343,Connect
{Q8A7-R1RG16NF-9717RGGD},01/27/2010 12:27:37,ATP0662,PC-4127,Connect
{W6S7-Z8KG82XP-0884GYMY},01/27/2010 12:28:23,JDF0593,PC-6301,Disconnect
{K9M4-C0YQ95VK-3862QBYB},01/27/2010 12:28:25,LOM0086,PC-9087,Disconnect
{C2S6-C8SD75ZV-7897IYUJ},01/27/2010 12:28:28,JNJ0556,PC-0576,Connect
{G0X7-E9KC78VQ-6065MOAQ},01/27/2010 12:28:43,HMM0108,PC-8052,Connect
{R4V0-N5HL74RC-9033WVUD},01/27/2010 12:29:04,OBH0499,PC-7989,Disconnect
{G4I9-U4UC59MQ-0239ZKVZ},01/27/2010 12:30:09,AJF0370,PC-8651,Disconnect
{S3F7-A1HM89TC-6237PKUV},01/27/2010 12:30:28,BJP0134,PC-0898,Connect
{I0F9-Y5KX22BQ-1109FQUJ},01/27/2010 12:31:37,AJF0370,PC-8651,Connect
{N4D5-F9YM54SW-8946COMU},01/27/2010 12:32:52,TNM0961,PC-2030,Connect
{R8U1-C8SR30TO-2791LIMQ},01/27/2010 12:34:14,ATP0662,PC-4127,Disconnect
{G1C3-E1VV47NX-8346BORN},01/27/2010 12:34:22,CQW0652,PC-3449,Disconnect
{A1M0-K6AU49GF-1073LCOP},01/27/2010 12:34:25,MBJ0312,PC-5250,Connect
{E0F4-U4BK04OK-5221PMZU},01/27/2010 12:34:27,LJT0817,PC-3120,Connect
{T1L1-L6CI27ZL-3354EQZI},01/27/2010 12:34:29,NDM0417,PC-9134,Disconnect
{U9Z9-J7TG00GK-9553CKKH},01/27/2010 12:35:29,DPM0423,PC-2567,Disconnect
{W9N7-H2FB08XQ-9953SYNH},01/27/2010 12:35:40,ZKS0899,PC-8517,Connect
{I3E5-I1LE16JZ-7575EFTX},01/27/2010 12:36:00,DBB0384,PC-4243,Connect
{C5O1-E4EJ76HY-7605DBNP},01/27/2010 12:36:15,CAM0681,PC-4953,Connect
{D0X2-F6WT78OU-9082UJAZ},01/27/2010 12:37:03,MBJ0312,PC-5250,Disconnect
{P8C2-Q2ZA51YA-8014CRCX},01/27/2010 12:37:16,IBB0359,PC-4195,Disconnect
{A8T0-F2PK33NG-5459ECAJ},01/27/2010 12:37:25,GCS0571,PC-8290,Connect
{H3T0-J6PE79QU-2941DHDU},01/27/2010 12:38:14,RNP0211,PC-1736,Disconnect
{D8X2-U2BN37TI-2494HEVI},01/27/2010 12:38:18,HCM0267,PC-7651,Disconnect
{Y7Y3-K1EO38TR-6975EPMX},01/27/2010 12:39:25,CAM0681,PC-4953,Disconnect
{U4T4-H7AW45CO-0971ELLZ},01/27/2010 12:40:16,JNJ0556,PC-0576,Disconnect
{G9T0-D0DD99HK-7132OXVB},01/27/2010 12:40:23,JDF0593,PC-6301,Connect
{I4P3-M1HX23YO-1632TLHE},01/27/2010 12:40:29,AIB0948,PC-8245,Connect
{Y6E5-W2TI34DG-8666CQBN},01/27/2010 12:41:56,FFC0891,PC-5843,Disconnect
{Q3B1-T5KX93YN-1421CBQK},01/27/2010 12:42:45,HCS0003,PC-3054,Disconnect
{A4I7-R0II85ZV-3165YUYL},01/27/2010 12:44:10,BRB0355,PC-9896,Connect
{F7N2-G1GP59LI-0596LMOB},01/27/2010 12:44:48,DRR0162,PC-5168,Connect
{Q8O3-Q1RH06VB-3911CMRZ},01/27/2010 12:44:51,MOH0273,PC-6699,Disconnect
{Y0D8-K4VW77OU-6269NKKR},01/27/2010 12:45:00,BJM0111,PC-6866,Connect
{J2J7-N2JL45VK-5986ZLMQ},01/27/2010 12:45:10,RHL0992,PC-9040,Connect
{E3V7-X8AZ18NL-7596KVUA},01/27/2010 12:45:59,AAF0535,PC-2408,Disconnect
{P8L8-E8DU93AQ-4033GMUS},01/27/2010 12:46:39,CLB0774,PC-7029,Connect
{M5T4-S2HT77MI-4680PLNK},01/27/2010 12:46:59,LCC0819,PC-8192,Disconnect
{Q1N1-X5PG69II-2864VJIJ},01/27/2010 12:47:14,ZKS0899,PC-8517,Disconnect
{O0Z3-J5EA85CU-9099FCYS},01/27/2010 12:47:38,BJP0134,PC-0898,Disconnect
{U2U6-O5SN43PJ-0507FIBF},01/27/2010 12:48:15,LBH0942,PC-3640,Connect
{E8I8-O7MQ41HG-4488OONO},01/27/2010 12:48:32,JNJ0556,PC-0576,Connect
{W1K3-Y1JP29MJ-7932XVAH},01/27/2010 12:49:40,KKW0879,PC-2531,Disconnect
{C6A8-G0MN48FV-6342QQHA},01/27/2010 12:49:57,GTD0219,PC-6425,Connect
{Q5N1-N1QJ97MU-0392RJHF},01/27/2010 12:50:10,WIF0691,PC-6390,Connect
{K7R3-R8CU97GN-3533ITSC},01/27/2010 12:51:12,IBB0359,PC-4195,Connect
{B7X2-T6AP41DH-3726JLNG},01/27/2010 12:53:00,KCS0173,PC-5117,Connect
{W2Z7-I4YU14SZ-4226HOLN},01/27/2010 12:53:07,ICH0294,PC-8526,Connect
{V4J3-C1UE05YO-1473GGSZ},01/27/2010 12:53:46,PMC0328,PC-7219,Connect
{Q6O4-Y9VX05SR-2783VEBT},01/27/2010 12:53:48,HRB0351,PC-0697,Connect
{X0Y6-V1UR20YA-5732YZQA},01/27/2010 12:54:31,BSS0369,PC-3672,Connect
{L7I7-T0QI53CF-4177SIZI},01/27/2010 12:55:25,HDH0928,PC-0252,Connect
{T5Y2-C7DO02LG-0692ZJOV},01/27/2010 12:56:02,HMM0108,PC-8052,Disconnect
{I0R5-R9GN33WY-8781JCYS},01/27/2010 12:56:14,IBB0359,PC-4195,Disconnect
{X4M4-N2CA34LS-7103DIUI},01/27/2010 12:56:16,MTT0901,PC-2775,Connect
{K0X0-R2ZW09AE-9892XWMN},01/27/2010 12:56:28,CLB0774,PC-7029,Disconnect
{I1U0-G8JX18CD-6517OJCX},01/27/2010 12:56:40,BJM0111,PC-6866,Disconnect
{W5W1-D1DD19EU-7126YANA},01/27/2010 12:57:12,CGB0637,PC-8508,Connect
{J5K5-R4LR64KC-5991DZKF},01/27/2010 12:57:49,BRB0355,PC-9896,Disconnect
{O8Q0-S3YT12LS-3747WTOO},01/27/2010 12:57:55,AJF0370,PC-6539,Connect
{Z4O7-H0PS70NL-7635CFAA},01/27/2010 12:57:55,AJF0370,PC-6539,Disconnect
{L5H4-F0VQ29KY-9146MPPE},01/27/2010 12:58:31,LRR0148,PC-4275,Disconnect
{E3F2-T6FE21HX-2484HJOU},01/27/2010 12:59:01,VIA0063,PC-2684,Connect
{Y3V0-L1FQ69WG-0732UPES},01/27/2010 12:59:08,KRL0501,PC-7206,Connect
{C7U3-Y3EU45JT-1456XFYZ},01/27/2010 12:59:41,SAA0999,PC-4559,Connect
{L5C9-K6DT20AS-8760GOIH},01/27/2010 13:01:03,LBH0942,PC-3640,Disconnect
{Y2P5-C3MR14JY-8124HXRJ},01/27/2010 13:01:38,MPM0220,PC-2344,Connect
{H4H0-A8ON81KP-2920GGSH},01/27/2010 13:01:47,QRM0739,PC-7343,Disconnect
{B3B0-D6DD32SP-9334KNTU},01/27/2010 13:02:03,DBB0384,PC-4243,Disconnect
{L6G9-E5GT11OD-2221LWUT},01/27/2010 13:04:25,SAA0999,PC-4559,Disconnect
{N6F2-B6UL39CE-0138UJLE},01/27/2010 13:04:33,EGD0132,PC-4211,Disconnect
{L5C8-Q7SS54TR-6952ZJIN},01/27/2010 13:04:33,SAA0999,PC-4559,Connect
{J1G7-J4GS30DY-6211JSHA},01/27/2010 13:04:48,AIB0948,PC-8245,Disconnect
{R9B6-G0KJ32OB-0442PGNH},01/27/2010 13:05:03,SAA0999,PC-4559,Disconnect
{I6R7-E2SB58ED-7916GBHR},01/27/2010 13:05:15,KCS0173,PC-5117,Disconnect
{W5G0-N7CH61VZ-5712ZDSE},01/27/2010 13:05:33,SAA0999,PC-4559,Connect
{N2I9-R6XO75TH-7578SOLV},01/27/2010 13:06:30,DLM0051,PC-0166,Connect
{D4O8-L6YH44ZX-3275YHEJ},01/27/2010 13:06:34,CTA0020,PC-3118,Connect
{P6P7-V8FN95XR-9190YMNE},01/27/2010 13:07:16,HDH0928,PC-0252,Disconnect
{L7T5-B8WC19AM-2181YBLP},01/27/2010 13:07:18,KKW0879,PC-2531,Connect
{Z0V7-N3QS13XJ-8894DUXC},01/27/2010 13:08:35,AJF0370,PC-8651,Disconnect
{D6H1-E0HL82TL-3434IZYF},01/27/2010 13:08:36,SGM0021,PC-1528,Connect
